,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
936,gp:AOqpTOHVJK3aPUV6uPDhVmBr8iws8r1wwnmx3df3myTrNLGrghln0_UiWdAXW_tsb4wpf82agLQjz0_37xvVc-Q,Faseeh Ud Din,https://play-lh.googleusercontent.com/a-/AOh14GgfkACJSXM7f1KNnVJ5OUH1jTpjd-hgvO3gMEH13Q,"Worst experience!!! Placed order through cheetay at McDonald's, paid the order through jazz cash. Cheetay cancelled my order and did not refund money either. They take your money and do not deliver. I would not recommend this app for ordering food online. Its a Complete waste of time. I would rather go to the restaurant myself than ordering from Cheetay ever again.",1,0,,2019-12-29 02:00:03,,
937,gp:AOqpTOFGF8wH9rhxB5axfPZpXwk4yK84tGX1tglDPC5ILpNGM2sagWex9H_fvIRrY-7tB5JWBQXzT4wChHX2uek,Syed Haris,https://play-lh.googleusercontent.com/a-/AOh14GjJYccEVEaDZ4PYkD_18sg0pBpWjGh5czS7AvVs,"Bad service. They cancel the order, without offering any justification, after making you wait for some time.. They do it more often when they have advertised about any discount.. I wanted to support local business, but Cheetay should have maintained standard of quality",1,0,3.8.2,2020-08-08 13:00:56,,
938,gp:AOqpTOFtBUQk3IhyJ3YzpKFZblgoIbMypoHC0YgVqKBTNgdeJAx88Xk_QoSHSO0XBdfsNfdL41Q8eOWaIONNEZk,Mozzinator,https://play-lh.googleusercontent.com/a-/AOh14GiYjtIgBzMxWUe_OYSg00lyeueTKPmP9CQRuVP8yg,They have offered discounts if we pay via QR but in the app there's no QR payment option which could be selected. When inquired about this from their Helpline they don't know how to avail QR based Discount. Plus whenever an Order is cancelled the amount is returned into Cheetay wallet and cannot be Cashed out in any form other than Ordering from Cheetay ONLY.,1,49,3.10.1,2020-12-15 17:13:53,,
939,gp:AOqpTOFfa49kzdk6h7PRgwAMSpgUXRGT0fhHufiw6Fk1L4RY2ZfwnP69DeESSfMn6Ei8P0wlxjK7x5BZWyD1N9g,Shiza Nizam,https://play-lh.googleusercontent.com/a/AATXAJwe6GQ---Hc6b6tzXqp3ebjmyjjX7nv6U6gYYNG=mo,Very good service 👍,5,0,3.10.15,2021-06-06 08:14:10,"Hey Shiza, we would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at info@cheetay.pk.",2021-06-07 07:25:07
940,gp:AOqpTOG-XbU0E7oLtk-hBE3qQ1pC-BIZ90wcFl6rPD9LcOX3e3t7yfozuLNfK3DnbB_zOuYeX8BrcImzyRbvkfw,shehzad Hussain,https://play-lh.googleusercontent.com/a/AATXAJyGo_TfOzCMYs72xQgryXgZUi8KmTK0_F3wUfZo=mo,"Pathetic experience, customer service has no clue what's going on with the order, delivery took so long that I even forgot my order, and the worst part, they asked me to rate the app when the for hasn't arrived yet",1,0,1.56,2019-10-04 19:42:11,,
941,gp:AOqpTOH6zATA4ruT-4Rn-tbN1-hFn_Evo8HjH433TpozNZhycyVSYbYbsw1UYEv56BkxLqrlvE80uOCrdIo3TsY,Jamal Hussain,https://play-lh.googleusercontent.com/a-/AOh14GhZHeLnspRLAZnYPVDO7NptGc1FIbQBO3fobgVA,"One of the worst app ever in market. I installed the app, got 50% off on 3 orders and tried ordering 4 times from tehzeeb bakers, waited for 1 hour and after each hour would get message that order is cancelled we are sorry. Today while ordering again from same bakers the app said tehzeeb bakers don't deliver in F-11. Tehzeeb bakers is in G-11 markaz with 10 minutes of distance on bike while I couldn't get simple cookies via this app which is on 10 minutes of drive hardly. Worst experience",1,0,,2020-01-10 16:14:02,,
942,gp:AOqpTOFuhpICZtbBdMiAWZdnpAhg8pgoN6Eb5XGxxJcHeBAlfkzd1Qpif1GgJHcVBWo3_M4n5gLnfnv8IT6GjeQ,Uzma Ismail,https://play-lh.googleusercontent.com/a-/AOh14GhZM9jOWnIrl5YTzw7XjEpEuo-hnwrmvW_8QFpX,I have been using it from past 2 years but it's getting worse day by day. You wait for half an hour just to receive message that order has been cancelled. Food panda gives much better service. Pathetic app and service!,1,0,,2020-10-17 10:40:26,,
943,gp:AOqpTOFxyO0IakOxVQ5YEqCMeh-iicqBnQIKRhH0sPINZd5OFAhTlhkkLP0VAVbqwZSyrNDROLYGQUw9X_fnTmA,Usman Chaudhry,https://play-lh.googleusercontent.com/a-/AOh14Gh84VRWfw1EMgHazY5pzbMNTI2Z2rkAEXV0QebNGHQ,"Useless, I ordered, and waited for an hour for my food to arrive, and they assured me its on the way once I called and after about 1 and half hour they cancelled and told me that they can't do anything, worst part I paid online.",1,0,,2020-01-10 19:06:22,,
944,gp:AOqpTOFTcrT_jphtEMdR-t6_ixGbkKEZNh2CVxbhqzXeDegZ6UfJXjQ0nkAP51XXHJBrXkxP2rQB32c0NCgSKF0,Sharoon Ivan Joseph,https://play-lh.googleusercontent.com/a-/AOh14Gj9V5rcLjRmuHTYu13nFtq5dzDtWvOs5RP3xiFLqQ,"Perfect delivery with 40% discount on all food items including same food standards .👌 But sometimes the order will cancel without informing the client & the customer service online chat is poor (not helpful) Overall, 70/100 marks 🚩.",3,1,3.8.2,2020-08-26 17:01:02,,
945,gp:AOqpTOGb6yh9wUlY0qPFm0n09_mUYsoLRsBNJeQkUE2zHgouxVixjiZ4GvFtkPD_kB7qKm2d6CyDdfaCLQtcTKU,Adnan Karim Baloch,https://play-lh.googleusercontent.com/a-/AOh14Gi2KIKvozMFATVtjLBS0bQRA4QHNTxc-ytZelR_QA,"Very disappointing / Not reliable. They are not responsible for anything i.e delivery time, food quality/ quantity. Paying online always creates issue. Rider demands cash on delivery. Very few options for restaurants. Very poor service even not like Foodpanda (Foodpanda = A figure in cyphers)",1,0,3.9.1,2020-09-04 16:01:43,,
946,gp:AOqpTOG9oZXcQ3Ka6vzYAP8RrD9vIkIpdxFjUp22tBaO4GFBkJTrvBoFPLxAR3uCDzWcwqmQMnX-CBANdIn3olg,Enrique Griss,https://play-lh.googleusercontent.com/a-/AOh14GgBOzIFtXwH0gocd3c-IFzs8Q9V3XFVKSDWv7xIBWI,Pathetic app!!! They show you discounts but when you order either restaurant is closed or that discount is not available. And the items they give discount on are overpriced just so you see wow they are giving you 40% discount and then you come to know that this was the actual price usually.,1,22,3.9.3,2020-10-14 08:09:15,,
947,gp:AOqpTOGSUiIt3DbEPoSsdREjVzHf42aBgD0sABbFOVhhhx8yC3b9Rg_qReDZOf97lTroDNWxpF4Rv-sID04iT_Y,Mahin Khan,https://play-lh.googleusercontent.com/a/AATXAJx5k-f2WYljKw5mwhzZJcR4u55BUwVp-oc-fS1W6Q=mo,"If i place an order in the app to be scheduled at a later time, the order is instead placed now. I had to cancel the order, book it again and it still did work.",1,2,1.57,2019-11-15 09:50:20,We'll look into this issue for you. Please send us a note at info@cheetay.pk so that we can follow up.,2019-11-19 07:36:03
948,gp:AOqpTOFWtSQULygC6AMl4OnGmZtAkiI6Za8PdEnDvayZ1JkeMKgL-DCHcv0qrjmQN6X5LHq2Xc0IKfipREH6ICA,usman khalid,https://play-lh.googleusercontent.com/a-/AOh14Gh3ry2-u33nILI8p-8ixBJ_YRCSmKrIkBYLjEUZfw,"Bad experience. They offered discounts earlier that's why I used this app otherwise they have ill mannered staff. I doubt riders just taste the food also. I have been writing reviews on their orders but they never respond and make any effort to rectify this. Whenever I order, I write instructions with it but they don't even bother to read these intructions",1,107,3.10.1,2020-12-03 15:27:36,,
949,gp:AOqpTOH1WLujW6TetJ28w23rkgE-sU5fradf1v1b7fnlO6wT3SlFenkuK4ZAtRS5xf2Ae9CQGZEpSfBh21eCfvs,KING Mudssar,https://play-lh.googleusercontent.com/a-/AOh14Ghf_5R2cJAepFJytfPo6Eke3XUwgTubykNrea7KUw,Very Amaizing App.Map is Nice.All App Sistam is Like It.love U Cheetay App,5,0,3.10.5,2021-03-29 20:33:54,"Hey Mudssar, thank you for your encouraging words. We are continuously working on adding more features to our app to make your experience better.",2021-03-30 09:10:19
950,gp:AOqpTOGABzblT3ozz0HBCQxNFEiVJkz9iy3hOOy2paNSLK8uDw9eHYUCa5sSfUFjo_M0LoFLXsY4jx9ca_9zHzg,Shadman Khan,https://play-lh.googleusercontent.com/a-/AOh14GhjRo-59Qk6lkwOcGNitdnEY9loqqFeWzvC32HYHQ,I had voted 5 stars earlier but now I'm being forced to edit it. This company has pathetic customer service. I placed my order for something using my debit card. Upon cancellation of the order I was supposed be given a refund. It's been 5 days and I still haven't gotten my refund despite letting them know several times. It takes years to build trust but only few instances to bring it all down. This is exactly what cheetay has done to me.,2,5,3.9.1,2020-09-10 08:55:44,,
951,gp:AOqpTOEO11LEaurFboL_Jr5DUdkZZYJP067QFg_E1oGzba8SS4k565HIkrLYyuRHPu5o8oszY9sIkxXVIM6gDis,Zunair Aftab,https://play-lh.googleusercontent.com/a-/AOh14GiTpao_4Nzs1RYUJDTjgfcw_6QAn6KVFcpdPdelng,I love this home delivery app. I live in Askari 11 and use this app regularly. It’s really great. Always on time. Never had anything wrong with my order. Love it.,5,0,1.3.6,2020-04-23 16:07:45,,
952,gp:AOqpTOFaQB-Kp91x7ciS1BBu3L5siVJerEOw-o24kCU7n57yIueM-ro8i12Cum-qVO22XGOO3rXl-HOesAKIYTo,Fayzan Zahid,https://play-lh.googleusercontent.com/a-/AOh14Gga3umba1Z1cGOlleF8xAOqlF7xabcxaYitqQBHhw,Pathetic Service. I placed an order and called them to update the order but they won't and i had to cancle the order. Then i placed another order and after four hours they called me and told me that they won't be able to deliver because riders are not available and products will be delivered after 2 days. I mean what kind of service is this? You need four hours to check the availability of riders when delivery time is 45 mins mentioned in the order? And the guy who called was nearly rude.,1,0,3.0.22,2019-12-21 14:05:15,,
953,gp:AOqpTOHlfSfU7LrR0rd6d5Q_sMm8M2wzIdnNzRQPt6TARvwYHZOwxwoPGNgVtrMsnhNar6J4wFTq9RfQg4MYacg,ahmed nawaz,https://play-lh.googleusercontent.com/a-/AOh14GiPK-2TbeeZXIzvFOctdQ1hsbVDkyNP0takufhIrQ,"The deals are good, the UX is bad, and I have been receiving continuous notifications today which sucks. I know you guys want to promote your app but this is the one of the worst way to do it. Fire the guy who came up with this sixer notification idea.",2,19,3.10.0,2020-11-14 16:52:27,,
954,gp:AOqpTOE0ubOLEw4o09J8KDst5sgFAzkwgwGiDRqvdD9TWhwTNXX17F9zjrsDi2F_geVBJV5w4nClsktozvbD4F8,abaid urrehman,https://play-lh.googleusercontent.com/a-/AOh14GjcoaO6RdgJ_Z0gn1kOllHKG6efA79wO5L06_d-OQ,"Very bad service, they often add extra charges or cancel orders after 30 minutes of wait because they do not have riders. Very disappointed with the services.",1,1,3.0.29,2020-01-11 16:06:41,,
955,gp:AOqpTOEnxzFuNKbqifEkXtM91KlM-1XTSmUlz_fQ6ALLBTIUAm4D6gs3fAzbMLqbIcvcVQS2ExqcILeqFoZh2DU,Kalim Ullah,https://play-lh.googleusercontent.com/a/AATXAJz-VUSEKT6loytw8pcpb-v-RQnSEj9xmes2kCiV=mo,"Worst experience ever. They will cancel your order without any reason, that too , after making you wait for an hour. They have no customer service whatsoever. Only a bunch of guys copy pasting few typical sentences.",1,0,,2020-10-19 15:52:02,,
956,gp:AOqpTOHkXCmGxcFSoTT6euJw75rCnCUZ1Dt_Z1BgIaTh6MjTg1D1gpZZYcbN_PneT5pVqnuBbHYYpNrvksAbC7k,Omer Amine,https://play-lh.googleusercontent.com/a-/AOh14Giz1JPmMe5ydyFCcbYn6y1FjYURQlPtEH9FhIMB,Slow respond time ..place an order.. its confirmed at time .. after 60mint my order is cancelled due traffic jaam,1,0,3.10.12,2021-05-20 14:01:31,"Hi Omer, please accept our sincere apologies. We are working hard to overcome such operational issues however, sometimes orders are subject to delay due to road blockage, weather conditions, vehicular issues etc. We hope that you'll have a better experience with us in the future.",2021-05-20 15:20:29
957,gp:AOqpTOHVy4qffrtjuHOOPDlHJNoN581615ZTKKX-tjTUh-v3J5ax3C1Wojbrxm9B5CxzFUII1VPk73a7ZttKt2A,Salman Zaheer,https://play-lh.googleusercontent.com/a/AATXAJzDmj5EO_vpFpDdDVc2yhGmk8cnolLRKYjVaBO8=mo,"Pakistan's best and online foods grocery website to Delivered food, Shop from a wide range of grocery, vegetables,",5,0,3.10.4,2021-03-14 14:05:52,"Hi Salman, thank you for taking out time and sharing your valuable feedback. Our loyal customers like you encourage us to never stop striving to become better.",2021-03-15 04:35:33
958,gp:AOqpTOFLlPy5CoPhjyqPPofl6SrJMFtEhTLq853VTHDK2AkQQm4ioGzE8e9VVa8RTYSyy6SWiAa0CaPxFxfjhkc,Muhammad Sami,https://play-lh.googleusercontent.com/a/AATXAJzNX7nq6yvPhuqp4pNoTPu0CZAcKPHFNbks7X3d=mo,Very very poor service,1,0,3.11.4,2021-06-21 09:28:20,"Hi Sami, we're always looking to improve your experience. Any specific incident we can look into for you? Let us know by reaching out to info@cheetay.pk.",2021-06-27 21:24:48
959,gp:AOqpTOFghks-WvSCWevg_n2Rsdj-SXNzMN9GcmBg7AF6AH1VDt8Pv3vsWZDcYQ0r8Lj3d321ad3NgFhdTO7rq_A,Hina Umer,https://play-lh.googleusercontent.com/a/AATXAJxjZgpMTn9-jgmwgRZMVT8A5MkuUU4LxKoD7TkK=mo,"Pathetic app! I select my location as rwp, but it still keeps showing me restaurants from isb which do not deliver in my area! I select my location and add my address, it shows me the restaurants but when I click on them, it tells me that this restaurant doesn't deliver in your area. Firstly, why on earth are you showing me that restaurant if it doesn't deliver in my area? Secondly, if I place a normal order, they have no problem in delivering in my area but with the app, it doesn't deliver!",1,111,3.5.1,2020-03-04 09:52:12,,
960,gp:AOqpTOFfwQYwkmQ03ZT3XRHbDM6h6-_8rbwxEU37s2GK_tfmJtFIj_Xo8zm2_Bu3GTm2Hs123kd4JmcUQ1c5Ul8,Bano Fabrics,https://play-lh.googleusercontent.com/a-/AOh14GgzvppjCJ9_LW73JYzjgOc296hrlXW6jt1sNtdN2Q,Very very poor service,1,0,3.10.15,2021-06-05 12:52:10,"Hey User, please elaborate your concern along with your order ID at info@cheetay.pk so that we can get your issue addressed.",2021-06-07 04:32:21
961,gp:AOqpTOG0Z_xgr6ZSlOGx6LaqecE9z7WsdFVbBy2-TlEQZO4dX-1GUtSxSsiT_tX3U3ATKZTZxZSO5mDluJRlDkA,Ali Raza Gul,https://play-lh.googleusercontent.com/a/AATXAJxl1gv2P6Gnu4Y99Idi-_igxhrV01ol5U5cMi4f=mo,"That is a major update! Love ordering over on the new app. One suggestion - it will be an idea, and a great service to everyone, if you could delete restaurants that get negative reviews, or change their pricing once your riders go there.. Keep up the good work! Edit - 4th Jan, 2020 - Cheetay have severely cut short their rider availability, as well as limited the areas restaurants serve..this has drastically reduced our orders with them..",5,59,3.0.29,2020-01-03 20:53:44,,
962,gp:AOqpTOE0dFA4E1uLLYeYHBq1S5sKBYugr6uXmtqa1w9OdERMj_hK7NaR13ulQWP73fZSUDQGEaxwJLaInXznA9U,Rizwan Sethi,https://play-lh.googleusercontent.com/a-/AOh14Gj-sje2F09HOO6_wYaP-CFxIABG3A-5mc3x0CU0iw,One most important feature is missing. It should detect the current location whenever we open the app like foodpanda. I've saved my addresses in both apps however cheetay don't change location itself I've accidentally ordered food to some other address.,4,0,3.8.2,2020-08-19 12:11:02,,
963,gp:AOqpTOGc6NtgdccJtxMNDl9iC0GvKHOG7dd4qw9ghxqruj21Xlqfb9YgHsOHaH3InugIQ6dfi1y2P2hRXXhS3R4,Zahid younas,https://play-lh.googleusercontent.com/a/AATXAJzbsB4xZSk6FfJ2W3Eo4gXGKojkEwufZeAuOAI=mo,The food is so good and the delivery service or the deals are so good excellent work 👏🏻👏🏻👍,5,0,,2021-03-10 14:27:33,"Hi Zahid, thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! :)",2021-03-10 14:40:38
964,gp:AOqpTOEfQY-IdSy2ggz12GVKaMyiqsz78b0eUzJ4QA-NTVCBPUc9g_bWqZutNCcnDORWxffYrqmItEL60yjHR4c,Zaid Sohail,https://play-lh.googleusercontent.com/a/AATXAJx9E8BK7Rro9Ds7_RNm6KYXSsC4VhW9YCt3jWbT=mo,Used to be good but now I specifically came here to give it a bad review because they have turned terrible. They will make you wait 2+ hours then call you to tell you that your order cannot be delivered. Please do not bother with this application.,1,14,1.44,2019-04-12 19:08:59,Hello Zaid. We are extremely sorry that your order was messed up. Can you please share your order number at info@cheetay.pk so we can further investigate this issue.,2019-04-15 07:11:05
965,gp:AOqpTOHq2TpDCtOo0sROV4ANwRTSiW348ijCMVskElYW_G2EJRtgd79egeQG_cOjYgYGq65mMf0TUVe39-iWAdQ,Ahmad Osama,https://play-lh.googleusercontent.com/a-/AOh14GgbavlUzQi4NFfnG6ZZe0PiFbNKp89apTNvPVNgWQ,Exceptionally poor. They notify that the order is accepted and then after 30 minutes call you and tell that order could not be placed due to the technical issues of the restaurant.,1,0,3.5.3,2020-03-16 13:25:02,,
966,gp:AOqpTOEkk2w8Kxqs4TOIvobJDsUUJ497wT5ZWaslHBE7mgwFzc_QyJMCSyWZev1uchnkVe8Uibw9msOWoQGyj_o,Mehran Ahmad,https://play-lh.googleusercontent.com/a-/AOh14GiiOWwzG0sH-GRy_yovY2o5754Xyc4x06w-bEfb,"One star for all the services I've received and one for encouragement. Besides it's not friendly, most of the time restaurants are either closed or do not entertain order, moreover display is very bad McDonalds appears 20 plus time in one go for example. Food panda is comparatively better than cheetay",2,0,1.56,2019-10-09 18:26:03,,
967,gp:AOqpTOEhvbCPpBSnvOxXNUQt9zDvDHBJP1t_sp5JUFCWqmlL5eRFBXvdcmHvle8OhKMzbaXM6RUU4_D6rLqYukM,Malik izhar awan,https://play-lh.googleusercontent.com/a/AATXAJw3BV5AsJZcZbG5C1DxkPdGn0g1fhAnzD2E1rna=mo,This is a useless app .This can't supply food in time at destination.I suggest not to use this app .This is very cheap app,1,0,,2021-06-27 16:22:26,"Hey Izhar, we apologize for the issue. Could you please share your order ID at info@cheetay.pk so that we can check the issue.",2021-06-30 05:18:41
968,gp:AOqpTOEUWEMGO8XKfq0xl9Gv8ynJtOaSFxHuWbwP9DpEqj3eiPva6FaZUCe9SS0FE4KqIlT_NzUdAGGnfEvr6TU,Sanam Ch,https://play-lh.googleusercontent.com/a-/AOh14GiT9Bv-h8RV6IwNGrnk2z2reR1QUC6ef8s0IXrV,"Really annoying experience. No payment method accepted. No order can be place, each time i just get a notification that your order has been cancelled. I mean what the hell, if a person is hungry, he is already annoyed n such behavior is enough to frustrate and gear anger...",1,6,3.10.0,2020-11-16 11:17:46,,
969,gp:AOqpTOGjpNR9nn875vstPhq7QCcGxiIHeOKKsf9dC10kmAQJ3mKgXhXyhyCWfVp6Yc5xr_tMD4KH_Ubu0Xf2WJY,Muhammad Sheraz Yaseen,https://play-lh.googleusercontent.com/a-/AOh14Gh8laaaHtXT7-dXsXPn0SPrTsYk_uaKSLu4IvF4OQ,"Poor handling on order processing. If your order's been cancelled due to their own issues with restaurant, the promo or voucher you used is also gone with it. Like who has that much of time to email them for renewal of promotion.",1,2,1.44,2019-04-20 12:45:27,Hello Sheraz. We apologise for the inconvenience. Can you please email us your order number to info@cheetay.pk so we can look into your order.,2019-04-23 08:39:35
970,gp:AOqpTOFnNTQJrbGrNkAQIGNIQSoC5wXHC3EbbUdgHoCbHvzv1QXHtJv8qUMrZdnkzLCUsCWY7Gc8dyD-js5ThK8,Nayab Amir,https://play-lh.googleusercontent.com/a-/AOh14GiKyBrSvGzBnMeEwFdMVG90oIBjiWtqV8gFhVi6DPo,splendid service....totally satisfied...a very gud response from the app and from their helpline too....they gave me time of 55 minutes but within 40 minutes delivery guy was outside my house.....at first i got scared when read all the reviews here but seriously 10000% satisfied with this app...keep up the gud work cheetay....,5,40,1.54,2019-07-25 17:05:56,Thank you for your encouraging words.,2019-07-31 06:24:40
